"Key","Issue Type","Summary","Status","Created","Priority","Motivo Impedimento","Fix versions","Backlog","Developer Testing","Done","In Progress","Open","Presa in carico","READY IN HOTFIX","rejected","Released","TESTING IN HOTFIX","To Do-RESEVO","Waiting for support","Waiting for Support (II° Level)-10104","Total","'->Backlog","'->Developer Testing","'->Done","'->In Progress","'->Open","'->Presa in carico","'->READY IN HOTFIX","'->rejected","'->Released","'->TESTING IN HOTFIX","'->To Do-RESEVO","'->Waiting for support","'->Waiting for Support (II° Level)-10104"
"RAM-886","Bug","ERRORE ALLINEAMENTO CONTATORI ","Released","2025-11-28 12:16","Medium","","","0","0","0","445","-","0","0","-","21,455","0","-","-","-","21,900","2025-11-28 12:16","2025-12-01 11:25","2025-12-01 11:25","2025-11-28 12:52","","2025-11-28 12:17","2025-12-01 11:25","","2025-12-01 11:25","2025-12-01 11:25","","",""
"RAM-885","Bug","GESTIONE VIAGGI - GENERAZIONE MAPPA EMERGENZA","Released","2025-11-28 12:07","High","","hotfix-5.283.120","0","28","591","110","-","116","0","-","21,052","3","-","-","-","21,900","2025-11-28 12:07","2025-11-28 16:46","2025-11-28 17:17","2025-11-28 14:56","","2025-11-28 12:08","2025-11-28 17:14","","2025-12-02 10:08","2025-11-28 17:14","","",""
"RAM-884","Task","Mancata indicazione errore in Gestione Categoria Vendita","Released","2025-11-28 11:25","Low","","hotfix-5.283.126","904","58","786","91","-","0","0","-","20,096","0","-","-","-","21,935","2025-11-28 11:25","2025-12-02 12:24","2025-12-02 13:58","2025-12-02 10:28","","2025-12-02 10:28","2025-12-02 13:57","","2025-12-04 10:03","2025-12-02 13:58","","",""
"RAM-883","Task","Analisi utilizzo Memoria microservizi migrati","Released","2025-11-28 11:16","High","","","0","0","0","591","-","0","0","-","21,352","0","-","-","-","21,943","2025-11-28 11:16","2025-12-01 14:08","2025-12-01 14:08","2025-11-28 11:17","","2025-11-28 11:17","2025-12-01 14:08","","2025-12-01 14:08","2025-12-01 14:08","","",""
"RAM-882","Task","Errore parsing risposta CGI allineamento contatori","Released","2025-11-28 10:44","Low","","hotfix-5.283.120","75","0","448","20","-","280","100","-","21,052","0","-","-","-","21,975","2025-11-28 10:44","2025-11-28 18:04","2025-12-01 10:40","2025-11-28 17:39","","2025-11-28 12:17","2025-11-28 18:32","","2025-12-02 10:08","2025-12-01 10:40","","",""
"RAM-881","Task","Errore quando si provano a visualizzare le categorie di vendita cancellate","Released","2025-11-28 10:27","Medium","","C4(R3.2) - F2(R1)","6","0","7,543","43","-","0","0","-","14,400","0","-","-","-","21,992","2025-11-28 10:27","2025-11-28 11:16","2025-11-28 11:16","2025-11-28 10:34","","2025-11-28 10:34","2025-11-28 11:16","","2025-12-22 04:37","2025-11-28 11:16","","",""
"RAM-880","Task","Pooling BulkUpdateByShipCode","Released","2025-11-27 15:41","Medium","","hotfix-5.283.120","0","0","234","724","-","0","0","-","21,052","208","-","-","-","22,218","2025-11-27 15:41","2025-12-01 10:45","2025-12-01 15:14","2025-11-27 15:41","","2025-11-27 15:41","2025-12-01 10:45","","2025-12-02 10:08","2025-12-01 10:46","","",""
"RAM-879","Task","Rilascio emergenza freightbooking","Released","2025-11-27 11:45","Critical","","hotfix-5.283.115","1","0","0","14","-","0","0","-","22,380","0","-","-","-","22,394","2025-11-27 11:45","2025-11-27 12:19","2025-11-27 12:19","2025-11-27 11:46","","2025-11-27 11:46","2025-11-27 12:19","","2025-11-27 12:20","2025-11-27 12:19","","",""
"RAM-878","Bug","Descrizioni modale wizard sistemazioni","Released","2025-11-26 11:04","Medium","","hotfix-4.1309.35","0","0","342","52","-","3","0","-","22,518","0","-","-","-","22,916","2025-11-26 11:04","2025-11-26 12:17","2025-11-26 12:44","2025-11-26 11:08","","2025-11-26 11:04","2025-11-26 12:23","","2025-11-27 09:42","2025-11-26 12:23","","",""
"RAM-877","Task","Error Getting reversals with pageable","Released","2025-11-26 09:41","Low","","hotfix-4.1309.35","0","3","211","138","-","0","0","-","22,518","128","-","-","-","22,998","2025-11-26 09:41","2025-11-26 12:41","2025-11-26 15:11","2025-11-26 09:41","","2025-11-26 09:41","2025-11-26 13:03","","2025-11-27 09:42","2025-11-26 13:03","","",""
"RAM-876","Task","[integration-service] Errore nella chiamata a sitecore di retry","Released","2025-11-26 09:34","Low","","hotfix-4.1309.35","146","1","233","108","-","0","0","-","22,518","0","-","-","-","23,006","2025-11-26 09:34","2025-11-26 14:47","2025-11-26 14:48","2025-11-26 12:05","","2025-11-26 12:05","2025-11-26 14:48","","2025-11-27 09:42","2025-11-26 14:48","","",""
"RAM-875","Task","[pricing-service] Cleanup property service.sitecore.api-key","Released","2025-11-25 22:33","Low","","C4(R3.2) - F2(R1)","0","0","8,640","0","-","0","0","-","14,400","0","-","-","-","23,040","2025-11-25 22:33","2025-11-25 23:09","2025-11-25 23:09","2025-11-25 22:34","","2025-11-25 22:34","2025-11-25 23:09","","2025-12-22 04:37","2025-11-25 23:09","","",""
"RAM-874","Task","goalprsvpooldev: /resevo: Disk space is critically low (used > 95%)","Released","2025-11-25 15:47","High","","","-","0","0","5","0","-","0","-","23,167","0","-","-","-","23,173","","2025-11-25 15:52","2025-11-25 15:52","2025-11-25 15:47","2025-11-25 15:47","","2025-11-25 15:52","","2025-11-25 15:52","2025-11-25 15:52","","",""
"RAM-873","Task","[apigw-service] Errore chiamata GET http://api.resevo.gnv.com/api/v1/accommodation-details con lingua inglese","Released","2025-11-25 15:44","Medium","","hotfix-4.1309.35","38","0","580","39","-","0","0","-","22,518","0","-","-","-","23,175","2025-11-25 15:44","2025-11-25 17:02","2025-11-25 17:02","2025-11-25 16:23","","2025-11-25 16:23","2025-11-25 17:02","","2025-11-27 09:42","2025-11-25 17:02","","",""
"RAM-872","Task","[FE] Dettagli sistemazione visualizzati in maniera errata","Released","2025-11-25 15:39","Medium","","hotfix-4.1309.35","205","0","342","111","-","4","0","-","22,518","0","-","-","-","23,181","2025-11-25 15:39","2025-11-26 12:17","2025-11-26 12:43","2025-11-26 10:08","","2025-11-26 10:04","2025-11-26 12:23","","2025-11-27 09:42","2025-11-26 12:23","","",""
"RAM-871","Task","[apigw-service] NullPointerException in GET ""/api/v1/accommodation-details""","Released","2025-11-25 11:54","Medium","","hotfix-4.1309.35","1","0","716","110","-","0","0","-","22,518","0","-","-","-","23,346","2025-11-25 11:54","2025-11-25 14:45","2025-11-25 14:45","2025-11-25 11:55","","2025-11-25 11:55","2025-11-25 14:45","","2025-11-27 09:42","2025-11-25 14:45","","",""
"RAM-870","Task","goalprsvpooldev: /resevo: Disk space is critically low (used > 95%)","Released","2025-11-24 10:06","High","","","-","0","0","50","0","-","0","-","23,882","0","-","-","-","23,933","","2025-11-24 10:57","2025-11-24 10:57","2025-11-24 10:07","2025-11-24 10:06","","2025-11-24 10:57","","2025-11-24 10:57","2025-11-24 10:57","","",""
"RAM-869","Task","Mancanza CountryAlt UK - Errore in aggiornamento da resevo: Null Pointer Excepion","Released","2025-11-24 09:53","Low","","hotfix-4.1309.32","0","19","73","327","-","0","0","-","23,438","90","-","-","-","23,947","2025-11-24 09:53","2025-11-24 16:20","2025-11-25 09:09","2025-11-24 09:53","","2025-11-24 09:53","2025-11-24 16:39","","2025-11-25 10:21","2025-11-24 16:39","","",""
"RAM-868","Task","[portauthority-service] Analisi gestione BP freight","Released","2025-11-21 17:50","Medium","","hotfix-4.1309.32","116","165","82","35","-","0","0","-","23,438","173","-","-","-","24,009","2025-11-21 17:50","2025-11-24 11:22","2025-11-24 18:25","2025-11-24 10:47","","2025-11-24 10:46","2025-11-24 15:07","","2025-11-25 10:21","2025-11-24 15:07","","",""
"RAM-867","Bug","Emissione biglietto - Info coupon - la data di creazione è settata uguale alla data di scadenza","Released","2025-11-21 14:50","Medium","","hotfix-4.1309.32","0","341","248","149","-","4","0","-","23,438","9","-","-","-","24,189","2025-11-21 14:50","2025-11-21 17:23","2025-11-24 15:13","2025-11-21 14:54","","2025-11-21 14:51","2025-11-24 15:04","","2025-11-25 10:21","2025-11-24 15:04","","",""
"RAM-866","Task","[FE] Evidenza viaggio selezionato","Released","2025-11-21 09:38","Low","","hotfix-4.1309.32","97","191","667","0","-","45","0","-","23,438","4","-","-","-","24,442","2025-11-21 09:38","2025-11-21 12:13","2025-11-21 16:15","2025-11-21 12:13","","2025-11-21 11:14","2025-11-21 16:10","","2025-11-25 10:21","2025-11-21 16:10","","",""
"RAM-865","Task","[booking-service] JsonParseException in AntiPhishingChecker.checkBlocksIssuesOnWorkstationInBlacklist","Released","2025-11-20 19:50","Medium","","hotfix-4.1309.35","825","405","499","233","-","0","0","-","22,518","0","-","-","-","24,480","2025-11-20 19:50","2025-11-25 10:37","2025-11-26 09:23","2025-11-24 15:44","","2025-11-24 15:44","2025-11-26 09:22","","2025-11-27 09:42","2025-11-26 09:22","","",""
"RAM-864","[System] Service request","ERRORE PROGRAMMA  ""GESTIONE GRIGLIA SCONTI"" // RESEVO","rejected","2025-11-20 18:27","Medium","","","0","-","-","-","-","808","-","23,672","-","-","-","-","-","24,480","2025-11-20 18:27","","","","","2025-11-20 18:28","","2025-11-24 15:27","","","","",""
"RAM-863","Task","Aumentare Max Direct Memory Size su booking","Released","2025-11-20 17:18","Critical","","hotfix-5.283.96 - 2","0","0","8","14","-","0","0","-","24,499","0","-","-","-","24,522","2025-11-20 17:18","2025-11-20 17:32","2025-11-20 17:32","2025-11-20 17:18","","2025-11-20 17:18","2025-11-20 17:32","","2025-11-20 17:40","2025-11-20 17:32","","",""
"RAM-862","Bug","GESTIONE VIAGGI - Evidenza viaggio selezionato","rejected","2025-11-20 16:46","Low","","","1","-","-","-","-","113","-","24,440","-","-","-","-","-","24,554","2025-11-20 16:46","","","","","2025-11-20 16:47","","2025-11-21 09:40","","","","",""
"RAM-861","Task","goalprsvpooldev: /resevo: Disk space is critically low (used > 95%)","Released","2025-11-20 16:40","High","","","-","0","0","24","0","-","0","-","24,536","0","-","-","-","24,560","","2025-11-20 17:03","2025-11-20 17:04","2025-11-20 16:40","2025-11-20 16:40","","2025-11-20 17:04","","2025-11-20 17:04","2025-11-20 17:04","","",""
"RAM-860","Task","[user-service] Migliorare endpoint recupero agenzie nella stessa network","Released","2025-11-20 16:03","High","","hotfix-4.1309.32","0","15","1,042","101","-","0","0","-","23,438","0","-","-","-","24,596","2025-11-20 16:03","2025-11-20 17:44","2025-11-20 19:40","2025-11-20 16:04","","2025-11-20 16:03","2025-11-20 18:50","","2025-11-25 10:21","2025-11-20 19:40","","",""
"RAM-859","Bug","biglietti con più di un passeggero titolare","rejected","2025-11-20 11:45","Low","","","1","-","-","-","-","14","-","24,780","-","-","-","-","-","24,795","2025-11-20 11:45","","","","","2025-11-20 11:45","","2025-11-20 12:04","","","","",""
"RAM-858","Task","Riadattamento grafico della modale ""Log e operazioni""","Released","2025-11-20 11:36","Medium","","hotfix-4.1309.32","2","1","1,246","103","-","0","0","-","23,438","14","-","-","-","24,804","2025-11-20 11:36","2025-11-20 14:21","2025-11-20 14:36","2025-11-20 11:38","","2025-11-20 11:38","2025-11-20 14:22","","2025-11-25 10:21","2025-11-20 14:22","","",""
"RAM-856","Bug","Viaggi Gestione - Export ""Elenco autorità portuali""","Released","2025-11-20 09:33","High","","hotfix-4.1309.32","0","31","1,002","430","-","21","2","-","23,438","2","-","-","-","24,927","2025-11-20 09:33","2025-11-21 09:04","2025-11-21 09:39","2025-11-20 09:54","","2025-11-20 09:33","2025-11-21 09:35","","2025-11-25 10:21","2025-11-21 09:38","","",""
"RAM-855","Task","[portauthority-service] Chiamata a /ticket-passenger-info/ticket-number va in errore","Released","2025-11-19 18:08","Medium","","hotfix-4.1309.32","480","17","82","442","-","21","480","-","23,438","0","-","-","-","24,960","2025-11-19 18:08","2025-11-21 17:42","2025-11-24 18:25","2025-11-21 09:20","","2025-11-20 19:43","2025-11-21 18:11","","2025-11-25 10:21","2025-11-24 18:25","","",""
"RAM-854","Bug","Non si riesce ad effettuare l'esportazione dei veicoli dalla funzione eporta in viaggi gestione. Viaggio Sete Algeri di ieri. Ho provato anche io mi dà errore anche a me. Grazie","Released","2025-11-19 16:32","High","","hotfix-5.283.95","1","2","24","1","-","0","0","-","25,019","0","-","-","-","25,047","2025-11-19 16:32","2025-11-19 16:34","2025-11-19 16:37","2025-11-19 16:33","","2025-11-19 16:33","2025-11-19 16:37","","2025-11-19 17:00","2025-11-19 16:37","","",""
"RAM-853","Bug","Log e operazioni biglietto","rejected","2025-11-19 16:05","Low","","","4","-","-","-","-","0","-","25,070","-","-","-","-","-","25,075","2025-11-19 16:05","","","","","2025-11-19 16:09","","2025-11-19 16:09","","","","",""
"RAM-852","Bug","Log e operazioni biglietto","rejected","2025-11-19 16:03","Low","","","1","-","-","-","-","28","-","25,047","-","-","-","-","-","25,077","2025-11-19 16:03","","","","","2025-11-19 16:04","","2025-11-19 16:32","","","","",""
"RAM-851","Task","[reporprint-service] Stampa lista veicoli Algeria","Released","2025-11-19 16:02","High","","hotfix-5.283.95","12","23","24","0","-","0","0","-","25,019","0","-","-","-","25,078","2025-11-19 16:02","2025-11-19 16:14","2025-11-19 16:37","2025-11-19 16:14","","2025-11-19 16:14","2025-11-19 16:37","","2025-11-19 17:00","2025-11-19 16:37","","",""
"RAM-850","Bug","GESTIONE VIAGGI","Released","2025-11-19 11:29","Low","","hotfix-4.1309.32","1","141","1,042","138","-","194","336","-","23,438","0","-","-","-","25,291","2025-11-19 11:29","2025-11-20 09:02","2025-11-20 19:30","2025-11-19 15:44","","2025-11-19 11:30","2025-11-20 11:23","","2025-11-25 10:21","2025-11-20 19:30","","",""
"RAM-849","Task","Errore export lista polizia","Released","2025-11-19 11:12","High","","hotfix-5.283.93","1","43","0","3","-","0","0","-","25,260","0","-","-","-","25,308","2025-11-19 11:12","2025-11-19 11:16","2025-11-19 12:01","2025-11-19 11:13","","2025-11-19 11:13","2025-11-19 12:01","","2025-11-19 12:01","2025-11-19 12:01","","",""
"RAM-848","Task","Valutare la possibilità di effettuare retry con Feign","Done","2025-11-19 10:29","Low","","","9,399","1","3,794","12,157","-","0","0","-","-","0","-","-","-","25,350","2025-11-19 10:29","2026-01-21 09:45","2026-01-21 09:45","2025-12-16 16:08","","2025-12-16 16:08","2026-01-21 09:45","","","2026-01-21 09:45","","",""
"RAM-847","Task","Rilascio booking migrato a sb34","Released","2025-11-19 09:33","Low","","","0","0","0","0","-","88","0","-","25,318","0","-","-","-","25,406","2025-11-19 09:33","2025-11-19 11:02","2025-11-19 11:02","2025-11-19 11:02","","2025-11-19 09:34","2025-11-19 11:02","","2025-11-19 11:02","2025-11-19 11:02","","",""
"RAM-846","Task","[reportprint-service] Rimuovere endpoint deprecato GET /agencies","Released","2025-11-18 17:10","Low","","hotfix-5.283.93","0","34","24","171","-","0","0","-","25,260","0","-","-","-","25,489","2025-11-18 17:10","2025-11-19 11:02","2025-11-19 11:36","2025-11-18 17:11","","2025-11-18 17:10","2025-11-19 11:36","","2025-11-19 12:00","2025-11-19 11:36","","",""
"RAM-845","Task","Analisi metriche Resevo","Released","2025-11-18 16:40","Medium","","C4(R3.2) - F2(R1)","0","0","1,028","10,091","-","0","0","-","14,400","0","-","-","-","25,519","2025-11-18 16:40","2025-12-17 16:51","2025-12-17 16:51","2025-11-18 16:41","","2025-11-18 16:41","2025-12-17 16:51","","2025-12-22 04:37","2025-12-17 16:51","","",""
"RAM-844","[System] Service request","Baleari non innietta le metriche a Dynatrace","Released","2025-11-17 14:05","Low","","hotfix-4.1309.31","0","0","263","32","-","0","0","-","25,860","0","-","-","-","26,155","2025-11-17 14:05","2025-11-17 14:37","2025-11-17 14:37","2025-11-17 14:05","","2025-11-17 14:05","2025-11-17 14:37","","2025-11-18 09:59","2025-11-17 14:37","","",""
"RAM-843","Task","Rendere la catena Apache --> Apigw più resiliente","In Progress","2025-11-17 11:01","Medium","In pausa","","0","-","-","26,278","-","0","-","-","-","-","-","-","-","26,278","2025-11-17 11:01","","","2025-11-17 11:02","","2025-11-17 11:02","","","","","","",""
"RAM-842","Task","ThreadPoolTaskExecutor senza decoratore per il tracing","Released","2025-11-17 10:14","Low","","hotfix-4.1309.31","0","20","360","60","-","0","24","-","25,860","0","-","-","-","26,326","2025-11-17 10:14","2025-11-17 11:14","2025-11-17 11:59","2025-11-17 10:14","","2025-11-17 10:14","2025-11-17 11:35","","2025-11-18 09:59","2025-11-17 11:59","","",""
"RAM-841","Task","[FE] Adoption GMNV - checkbox ""Modalità di confronto (solo per test)"" di default a TRUE","Released","2025-11-17 09:31","Medium","","hotfix-4.1309.31","2","30","363","103","-","1","11","-","25,860","0","-","-","-","26,369","2025-11-17 09:31","2025-11-17 11:16","2025-11-17 11:57","2025-11-17 09:34","","2025-11-17 09:33","2025-11-17 11:46","","2025-11-18 09:59","2025-11-17 11:57","","",""
"RAM-840","Bug","AUTHORITIES PAX LIST CSV DOES NOT DOWNLOAD CORRECTLY","Released","2025-11-14 11:44","High","","hotfix-4.1309.31","2","28","255","429","-","13","0","-","25,860","128","-","-","-","26,715","2025-11-14 11:44","2025-11-17 11:09","2025-11-17 14:45","2025-11-14 12:00","","2025-11-14 11:47","2025-11-17 11:37","","2025-11-18 09:59","2025-11-17 11:37","","",""
"RAM-839","Bug","Resevo non è accessibile","Released","2025-11-14 09:23","Critical","","","1","0","0","135","-","0","0","-","26,721","0","-","-","-","26,857","2025-11-14 09:23","2025-11-14 11:38","2025-11-14 11:39","2025-11-14 09:24","","2025-11-14 09:24","2025-11-14 11:39","","2025-11-14 11:39","2025-11-14 11:39","","",""
"RAM-838","Task","Rilascio Baleari - DevOps","Released","2025-11-13 16:36","Medium","","hotfix-5.283.79-baleari-service","1","0","7","4","-","0","0","-","26,926","25","-","-","-","26,963","2025-11-13 16:36","2025-11-13 16:41","2025-11-13 17:06","2025-11-13 16:37","","2025-11-13 16:37","2025-11-13 16:41","","2025-11-13 17:13","2025-11-13 16:41","","",""
"RAM-837","Task","Rilascio Baleari - rif: RAB-3","Released","2025-11-13 15:58","Medium","","hotfix-5.283.81-pilet-baleari","52","0","0","0","-","0","0","-","26,948","0","-","-","-","27,001","2025-11-13 15:58","2025-11-13 16:51","2025-11-13 16:51","2025-11-13 16:51","","2025-11-13 16:51","2025-11-13 16:51","","2025-11-13 16:51","2025-11-13 16:51","","",""
"RAM-836","Bug","Booking Freight - Edge","Released","2025-11-13 14:50","Low","","hotfix-4.1309.31","1","20","1,051","130","-","5","0","-","25,860","2","-","-","-","27,069","2025-11-13 14:50","2025-11-13 17:06","2025-11-13 17:29","2025-11-13 14:56","","2025-11-13 14:51","2025-11-13 17:26","","2025-11-18 09:59","2025-11-13 17:26","","",""
"RAM-835","Bug","Check targa - Booking Freight","Released","2025-11-13 14:43","Low","","hotfix-4.1309.31","1","193","1,020","3","-","0","0","-","25,860","0","-","-","-","27,077","2025-11-13 14:43","2025-11-13 14:47","2025-11-13 18:15","2025-11-13 14:44","","2025-11-13 14:43","2025-11-13 18:13","","2025-11-18 09:59","2025-11-13 18:14","","",""
"RAM-834","Task","goalprsvdevop: /resevo: Disk space is critically low (used > 95%)","Released","2025-11-13 12:24","High","","","-","0","0","960","0","-","0","-","26,220","0","-","-","-","27,180","","2025-11-17 12:14","2025-11-17 12:14","2025-11-13 12:24","2025-11-13 12:24","","2025-11-17 12:14","","2025-11-17 12:14","2025-11-17 12:14","","",""
"RAM-833","Task","[baleari-service] Aggiornamento proprietà upload file","Released","2025-11-13 10:32","Low","","hotfix-4.1309.31","1","0","1,020","387","-","0","0","-","25,860","0","-","-","-","27,268","2025-11-13 10:32","2025-11-13 18:35","2025-11-13 18:35","2025-11-13 10:33","","2025-11-13 10:33","2025-11-13 18:35","","2025-11-18 09:59","2025-11-13 18:35","","",""
